"","A_09_195_S6_R1_001","A_10_313_S9_R1_001","A_11_062_S8_R1_001","A_12_011_S10_R1_001","A_13_027_S12_R1_001","A_13_086_S11_R1_001","A_14_022_S5_R1_001","A_14_076_S7_R1_001"
"tRF-21-NYRVU4720",1,0,0,0,0,0,2,0
"tRF-21-NZD75K8P0",0,1,0,0,0,0,0,0
"tRF-21-O045DBNIB",0,0,0,2,0,0,1,1
"tRF-21-O2WHR9O1D",0,0,0,0,0,2,0,0
"tRF-21-O2YXR9O9D",0,0,0,0,1,0,1,0
"tRF-21-O2Z0R95MD",0,0,0,0,0,1,0,0
"tRF-21-O6M83O9EB",0,0,1,0,0,0,0,0
"tRF-21-O7M8LO9L0",0,1,0,0,0,1,0,0
"tRF-21-O9XEKJ5R0",1,4,0,0,4,2,0,2
"tRF-21-OB1690PQ0",6,7,15,21,5,13,19,24
"tRF-21-OB9ZFH69B",123,33,24,56,71,55,77,54
"tRF-21-OMJHHS190",0,0,1,0,0,0,0,1
"tRF-21-OMJHHS19B",0,0,2,2,1,0,1,2
"tRF-21-OMXF026ZB",0,0,0,0,0,0,1,0
"tRF-21-OOJ0QXL1D",1,1,0,0,0,0,4,1
"tRF-21-OZMEJB5YD",0,0,0,0,0,0,1,0
"tRF-21-P27K7ZP3D",0,0,0,0,1,0,0,0
"tRF-21-P2PSSELQB",0,0,1,0,0,0,2,1
"tRF-21-P3RPD9W1E",0,1,0,0,0,0,0,0
"tRF-21-P3X1M3WEE",1,1,0,0,0,1,0,0
"tRF-21-PD8OHB15D",1,0,1,0,1,0,2,0
"tRF-21-PER8YP9L0",0,0,0,0,0,0,1,0
"tRF-21-PHM87SDRD",0,0,0,1,0,0,0,0
"tRF-21-PIN24YDR0",1,1,0,0,0,0,1,0
"tRF-21-PIR8YP9L0",1,0,0,0,0,0,0,0
"tRF-21-PJ58309NB",0,0,1,0,0,1,0,0
"tRF-21-PJ60MV9JD",3,5,0,1,0,0,3,1
"tRF-21-PLR8YP9L0",0,0,0,0,0,0,0,1
"tRF-21-PP6N7KYU0",0,0,0,0,1,0,0,1
"tRF-21-PRR83O9EB",0,0,0,0,0,1,0,0
"tRF-21-PS5P4PW3B",25,34,20,109,21,43,51,30
"tRF-21-PSQP4PW3B",0,0,0,1,0,0,1,0
"tRF-21-PUQ340PI0",0,0,0,0,0,0,2,0
"tRF-21-PY5P4PZ3B",0,0,1,0,1,0,0,0
"tRF-21-PYRP4PW3B",0,0,0,0,0,1,0,0
"tRF-21-Q1Q89P9LE",2,2,2,4,2,4,11,2
"tRF-21-Q2FWQ8P6E",1,3,0,2,2,3,7,1
"tRF-21-Q4NKKQBRB",0,0,0,0,0,0,1,1
"tRF-21-Q4PU73400",0,0,0,1,0,0,0,0
"tRF-21-Q4PUQ3400",0,0,0,0,0,1,0,0
"tRF-21-Q4YUH5S80",0,0,0,0,0,0,1,0
"tRF-21-Q622EVUID",1,0,6,1,14,5,4,1
"tRF-21-Q6S8V0J80",1,0,0,0,2,0,1,0
"tRF-21-Q72S3HPS0",1,2,0,0,1,0,0,0
"tRF-21-Q81H93WBE",1,0,0,0,0,0,0,0
"tRF-21-Q86N7KYU0",0,0,0,1,0,0,0,0
"tRF-21-QFZ2N7D9B",2,0,0,1,0,0,0,3
"tRF-21-QI45LSM1D",1,0,0,0,1,0,1,2
"tRF-21-QJ3KYU4R0",2,0,6,1,9,5,4,1
"tRF-21-QJ3KYUYR0",0,3,1,0,0,3,1,2
"tRF-21-QJ3KYUYRB",0,1,0,0,0,0,2,0
"tRF-21-QKF1R38EE",0,0,1,0,0,0,0,0
"tRF-21-QKF1R3WEE",1,1,0,1,0,1,0,0
"tRF-21-QNR8VP9LB",0,0,0,0,0,0,0,1
"tRF-21-QO8Q9VWVB",1,0,0,0,1,1,1,1
"tRF-21-QO945NB2D",1,0,1,0,1,2,2,1
"tRF-21-QP596VZ6D",0,0,0,0,0,0,1,0
"tRF-21-QQKNR7VJD",0,0,1,1,2,0,3,0
"tRF-21-QR535Z8LE",0,1,1,0,0,2,2,0
"tRF-21-QXBR3XZ7B",0,0,0,0,0,1,1,0
"tRF-21-QXL13XZ5D",0,1,0,0,0,0,0,0
"tRF-21-QZ2S3HPS0",0,0,0,0,0,0,1,0
"tRF-21-QZPHM87SB",0,0,0,0,0,1,0,0
"tRF-21-QZPHVU6RD",0,0,0,0,1,0,1,0
"tRF-21-R008R959D",0,0,0,1,0,0,0,0
"tRF-21-R0PSR959D",0,0,0,0,0,1,0,0
"tRF-21-R1JOKP1M0",0,0,0,0,0,0,1,0
"tRF-21-R29P4P9L0",35,33,41,48,36,51,29,28
"tRF-21-R2IP4O73B",2,4,0,3,0,2,5,1
"tRF-21-R2IP4OI3B",3,8,2,8,3,6,6,5
"tRF-21-R2IP4OQ3B",10,37,10,4,10,11,10,14
"tRF-21-R2IP4PQ3B",0,11,4,6,1,11,1,5
"tRF-21-R2Z4R95MD",0,9,0,1,2,0,7,0
"tRF-21-R38E8RO80",0,0,0,0,0,0,0,1
"tRF-21-R3IEWS7Y0",9,4,0,1,1,1,10,0
"tRF-21-R3IEWSNS0",0,1,0,0,0,0,0,0
"tRF-21-R3IEWSNY0",1,1,0,0,0,0,0,0
"tRF-21-R3SJ83RPB",0,0,1,0,1,1,0,0
"tRF-21-R3VJ4ZZ5D",1,0,0,0,0,0,1,0
"tRF-21-R7DJQV760",0,1,0,0,0,0,0,0
"tRF-21-R7F8YKIRE",1,1,0,0,1,2,2,0
"tRF-21-R81XDDZZD",0,1,0,4,0,1,0,0
"tRF-21-R8V0JZOYD",1,0,0,0,1,0,0,1
"tRF-21-R8ZP9LOND",0,0,0,0,0,0,0,1
"tRF-21-R95933JKB",1,0,0,0,1,0,0,0
"tRF-21-R959KUMKB",0,1,0,0,0,0,0,0
"tRF-21-R95R3JH9D",10,14,1,1,4,0,6,0
"tRF-21-R95RM3Y8D",0,0,0,1,0,0,0,1
"tRF-21-R9BM32LJD",0,0,0,1,0,0,0,0
"tRF-21-R9BMM3PRD",0,0,0,0,0,0,0,1
"tRF-21-R9D9KUMKB",1,0,0,0,0,0,0,0
"tRF-21-R9DR3J09D",1,0,0,0,0,0,0,0
"tRF-21-R9JP9PMNB",0,0,0,1,0,0,0,0
"tRF-21-R9O1KI38E",0,0,0,0,0,1,0,0
"tRF-21-R9O1NILYD",1,0,0,0,0,0,0,0
"tRF-21-R9O9337KB",5,1,1,1,0,0,0,0
"tRF-21-R9ODMJ6BD",2,0,0,2,0,0,2,2
"tRF-21-R9OMK1QVD",0,0,0,0,0,1,0,0
"tRF-21-R9OML328D",1,0,0,0,1,0,0,0
"tRF-21-R9OMMIL00",0,1,0,0,0,0,0,0
"tRF-21-R9OR3J89D",0,0,0,1,0,0,0,0
"tRF-21-RE987S1RD",20,135,2,21,14,10,25,3
"tRF-21-REL4KVH7D",1,0,0,0,0,0,0,0
"tRF-21-RERNLN4QB",2,0,0,0,0,0,0,0
"tRF-21-RESJ83RPB",0,0,1,0,1,0,0,0
"tRF-21-REVI2ERPB",1,0,0,0,0,0,0,0
"tRF-21-RKM87SDRD",0,0,0,0,1,0,0,0
"tRF-21-RN11WZY1B",0,1,0,0,0,0,0,0
"tRF-21-RN2EK8E0D",0,0,0,0,0,0,1,0
"tRF-21-RN2NKSEK0",3,0,0,0,0,0,0,0
"tRF-21-RNL1K847D",0,0,0,0,0,1,0,0
"tRF-21-RNLIK8980",9,3,7,5,2,1,5,2
"tRF-21-RNLIK8V80",1,0,0,0,0,0,3,0
"tRF-21-RNLMK8J7D",7,4,0,3,4,1,4,0
"tRF-21-RNLMKWEKD",1,0,0,0,0,0,0,0
"tRF-21-RNLNK88K0",15,5,3,2,7,1,4,5
"tRF-21-RNLNK88KB",2,0,0,0,1,1,0,1
"tRF-21-RNLNKSEK0",10,3,2,3,3,1,1,3
"tRF-21-RP9830MME",0,1,2,1,2,2,2,1
"tRF-21-RPFQRDWXB",0,0,0,1,0,0,0,0
"tRF-21-RPM8309ME",2,1,2,5,3,2,1,2
"tRF-21-RPM830MME",18,66,9,17,52,60,25,13
"tRF-21-RPR830MME",0,0,0,1,0,0,0,0
"tRF-21-RS9NS334D",0,0,0,1,0,1,0,0
"tRF-21-RSB15HODB",0,1,0,0,0,0,0,0
"tRF-21-RV50SRRND",0,0,2,1,0,3,1,2
"tRF-21-RX67NZU6D",0,0,1,0,0,0,0,0
"tRF-21-RX6N38Z9B",0,1,1,0,0,0,0,0
"tRF-21-RX6NMH49B",0,1,1,1,3,0,6,2
"tRF-21-RX8HWVZ5B",1,1,0,1,2,1,0,1
"tRF-21-RXPIN2NYB",0,0,0,0,0,1,1,1
"tRF-21-RZ81JJ6R0",0,0,0,0,0,1,0,0
"tRF-21-S2I7L7P50",0,1,0,0,0,1,0,2
"tRF-21-S334L2H1B",0,2,2,3,5,1,3,4
"tRF-21-S3M8309NB",44,53,17,34,34,55,33,64
"tRF-21-S3RQJVDEE",1,0,0,0,0,0,1,0
"tRF-21-S5R8309NB",1,0,0,0,0,1,1,0
"tRF-21-S79PVOEOE",0,0,0,0,0,0,2,2
"tRF-21-S890J8O9E",0,0,0,0,0,0,1,0
"tRF-21-S8V0J6OZE",0,0,0,0,0,0,1,0
"tRF-21-S8V0J8O9E",14,10,5,6,11,6,15,5
"tRF-21-S9245J7KE",0,0,0,0,1,0,0,0
"tRF-21-S998LO9D0",0,0,1,0,1,2,1,1
"tRF-21-S998LOW3E",1,0,0,0,0,0,1,0
"tRF-21-S998XOW3E",0,0,0,1,0,0,0,0
"tRF-21-S9Y8RH93E",0,0,0,0,0,0,2,0
"tRF-21-SB325UB1E",0,3,4,4,1,2,9,0
"tRF-21-SBKKRSL3E",0,0,1,0,0,0,1,1
"tRF-21-SBUL6JYBD",2,0,0,1,0,0,0,1
"tRF-21-SQ6KK4RN0",0,0,0,0,0,0,1,0
"tRF-21-SRRN2EK8B",2,0,0,0,0,1,0,1
"tRF-21-SSM87SBRD",0,0,2,2,1,1,1,3
"tRF-21-SVRNLMKWB",0,0,0,2,0,0,0,0
"tRF-21-SWRYVMMV0",1,3,1,1,0,0,2,1
"tRF-21-SX7JV2Y8E",1,0,0,0,0,0,0,0
"tRF-21-SXQ3V2Y70",0,0,0,1,0,0,0,0
"tRF-21-U00KRX67D",2,2,6,9,2,0,12,5
"tRF-21-U0EZY9X1B",98,33,30,107,55,18,72,16
"tRF-21-U0L7SXSBD",0,0,1,0,0,0,0,0
"tRF-21-U1O0789ND",3,0,1,0,0,0,2,0
"tRF-21-U3KQ9MV1B",1,1,0,7,0,1,0,1
"tRF-21-U4307W5ND",14,7,20,26,34,25,28,24
"tRF-21-U45O6QJ1E",1,0,0,0,0,0,0,0
"tRF-21-U4702Z9DE",0,0,0,1,0,0,0,0
"tRF-21-U4727OFIE",1,2,1,0,0,1,0,0
"tRF-21-U5P21MNKE",1,0,0,0,0,0,0,0
"tRF-21-U6O4PU73E",0,0,0,0,1,0,0,0
"tRF-21-U736DFHFD",0,0,0,4,0,0,0,2
"tRF-21-U9XW983F0",6,2,1,22,4,3,8,6
"tRF-21-UD10H7RND",3,0,3,15,2,7,7,11
"tRF-21-UDJKSV5ND",3,1,7,5,0,8,3,4
"tRF-21-UDJKWH19B",0,0,1,1,1,0,0,0
"tRF-21-UDK7VZ41B",0,6,3,5,0,0,5,2
"tRF-21-UDM0IBB7E",0,0,0,2,0,0,4,0
"tRF-21-UE02K0F7E",4,0,1,1,0,3,2,0
"tRF-21-UE15MXE9D",1,0,0,1,0,0,3,0
"tRF-21-UE3QHMY1B",0,0,0,1,0,0,1,0
"tRF-21-UEDP5IUDD",2,1,0,0,0,0,1,0
"tRF-21-UF04QZ45D",1,1,3,1,0,2,5,2
"tRF-21-UH40SVRND",0,0,0,0,1,0,0,0
"tRF-21-UHK0SVRND",2,2,2,2,0,0,1,1
"tRF-21-UI1ZXF0ND",1,0,0,0,0,0,0,0
"tRF-21-UJJKIWRND",16,9,11,33,13,4,20,8
"tRF-21-UKMYOZDED",0,0,0,1,1,0,0,0
"tRF-21-UMJYX9X50",1,2,0,6,5,2,4,6
"tRF-21-UMJYX9X5B",0,0,1,0,0,1,1,0
"tRF-21-UMJYXZX50",0,1,1,3,2,5,1,1
"tRF-21-UMPLBIUBD",0,0,1,0,0,0,0,0
"tRF-21-UMX0S75ND",14,9,2,19,8,7,7,8
"tRF-21-UMX0SW5ND",7,6,0,7,9,9,18,8
"tRF-21-UMXBS75ND",0,0,0,0,0,0,0,1
"tRF-21-UMXKS6RND",4,1,2,2,1,1,0,3
"tRF-21-UN207RRND",0,0,0,0,2,0,0,0
"tRF-21-UN207WRND",2,1,0,0,1,0,0,0
"tRF-21-UP82R9D9D",1,0,0,1,1,0,1,0
"tRF-21-UUK7VZ0RB",0,5,1,7,0,0,5,0
"tRF-21-V29K9UV30",131,350,98,107,94,458,455,138
"tRF-21-V2Y7RZ81D",0,0,0,0,2,0,0,1
"tRF-21-V2Y8L9810",3,9,8,1,5,18,4,1
"tRF-21-V2Y8LZ810",0,2,0,1,2,0,1,0
"tRF-21-V36562IZ0",2,1,0,3,0,1,2,4
"tRF-21-V3LY7SIR0",0,0,0,0,0,1,0,0
"tRF-21-V3WD8YQ8D",1,1,0,1,0,0,0,1
"tRF-21-V47P596VE",56,87,13,9,100,84,44,27
"tRF-21-V47PU9XVE",1,0,0,0,2,0,2,0
"tRF-21-V47PU9XWE",86,21,40,30,120,55,95,34
"tRF-21-V4QP596VE",6,4,1,3,4,4,3,1
"tRF-21-V4QP59RVE",0,0,0,1,0,0,0,0
"tRF-21-V4V47Q2WD",0,0,0,2,0,0,0,0
"tRF-21-V4VH7Q2WD",0,0,0,1,0,0,0,0
"tRF-21-V5393L41B",5,6,4,12,2,2,14,1
"tRF-21-V6M9P90HD",0,0,0,1,0,0,0,0
"tRF-21-V6XO59KND",0,0,0,0,3,1,1,5
"tRF-21-V8WPMN1EE",1,1,1,2,1,0,0,1
"tRF-21-VBY9P9KHD",0,0,0,2,0,0,0,0
"tRF-21-VBY9PYKHD",9,3,6,9,18,11,15,10
"tRF-21-VFVIPZK0D",0,0,0,1,0,1,0,2
"tRF-21-VH915HSXB",0,2,0,0,0,0,1,2
"tRF-21-VHM7O9JED",1,0,0,0,0,0,1,0
"tRF-21-VHS2PNXI0",0,0,0,0,2,0,0,0
"tRF-21-VI7O409Z0",1,0,0,0,0,0,0,0
"tRF-21-VIJMRPFQD",1,0,0,0,0,0,0,0
"tRF-21-VIZKXXI30",0,0,1,0,0,0,0,0
"tRF-21-VJFVSPW6E",0,0,0,0,0,1,0,1
"tRF-21-VKS4I7LZD",1,3,0,1,0,3,1,0
"tRF-21-VKS4I7LZE",1,0,0,0,0,3,1,1
"tRF-21-VKS4I7MNE",2,3,0,1,0,0,3,0
"tRF-21-VKXZFYYDE",3,0,0,2,0,0,0,2
"tRF-21-VL3NBZKEE",11,2,1,4,4,2,4,1
"tRF-21-VL4YMY910",1,1,1,1,1,3,0,0
"tRF-21-VL8RPY8HD",0,0,1,0,0,0,0,0
"tRF-21-VM7JL3RXB",6,6,3,2,8,9,1,6
"tRF-21-VP9N15WV0",15,3,2,9,3,2,23,9
"tRF-21-VRI8WX6RD",0,1,0,0,1,0,0,0
"tRF-21-VW3H93WBD",1,2,1,2,0,1,2,0
"tRF-21-W03638F5D",38,15,5,30,0,8,70,4
"tRF-21-W086K2SVD",0,0,0,0,0,2,0,0
"tRF-21-W086W8RVD",1,0,0,0,0,0,0,0
"tRF-21-W086W8SVD",0,0,0,1,0,0,0,0
"tRF-21-W08SQ2SVD",0,0,0,1,0,0,0,0
"tRF-21-W08Y3HSVD",0,0,0,2,1,0,1,2
"tRF-21-W0K64RR5D",0,0,0,0,0,0,0,1
"tRF-21-W0K67205D",1,7,2,5,2,5,5,6
"tRF-21-W0WS7209D",1,3,2,2,0,0,3,2
"tRF-21-W282FNPKE",0,0,1,0,0,0,0,0
"tRF-21-W3FJHPEZE",25,12,8,10,14,21,21,7
"tRF-21-W3FJIKE7E",6,2,0,0,4,0,1,2
"tRF-21-W3VHM96YE",0,0,0,0,1,0,0,0
"tRF-21-W47W1R7HB",7,2,2,7,4,4,2,5
"tRF-21-W6RERNLND",2,0,1,1,0,0,2,0
"tRF-21-W6UMX0SW0",0,1,1,0,0,0,3,2
"tRF-21-W7W26WRND",3,3,0,1,1,0,6,1
"tRF-21-W7WK6WRND",15,4,3,4,3,1,16,1
"tRF-21-W7WK6WRNE",2,2,0,0,0,0,1,0
"tRF-21-W96KM87SB",0,1,0,0,0,0,0,0
"tRF-21-W9RKM87SB",0,1,0,0,1,0,0,0
"tRF-21-WB08P2F5D",1,0,0,0,1,0,0,0
"tRF-21-WB08Q2B5D",41,36,41,51,64,92,37,41
"tRF-21-WB0Q37Q5D",136,90,46,146,166,121,143,118
"tRF-21-WB0UQ2B5D",2,3,1,8,0,8,3,6
"tRF-21-WB365K65D",0,0,0,1,0,0,0,0
"tRF-21-WB8639SVD",0,0,0,1,1,0,1,0
"tRF-21-WB863IP5D",0,3,5,4,3,3,5,1
"tRF-21-WB8647O5D",10,7,3,11,9,6,10,5
"tRF-21-WB8689SVD",36,41,34,73,39,27,75,54
"tRF-21-WB86K9SVD",0,0,1,0,0,0,0,0
"tRF-21-WB86KIP5D",1,0,0,0,0,0,0,0
"tRF-21-WB86N7O5D",6,1,5,7,15,9,8,5
"tRF-21-WB86Q3P9D",7,2,1,3,0,5,4,4
"tRF-21-WB86QKP9D",0,0,0,1,0,0,0,0
"tRF-21-WB86S2P9D",2,0,0,1,1,0,2,2
"tRF-21-WB88481DD",0,3,3,0,1,3,0,2
"tRF-21-WB884U1DD",17,15,16,35,17,24,12,21
"tRF-21-WB8HWKS5D",31,30,8,36,21,18,46,27
"tRF-21-WB8US565D",436,311,229,1018,597,479,483,448
"tRF-21-WB8Y3DUVD",2,0,2,4,0,2,1,1
"tRF-21-WB8Y45FVD",0,1,0,0,0,0,0,0
"tRF-21-WB8YWJUVD",0,1,0,0,0,0,0,1
"tRF-21-WBE8Q2B5D",2,1,0,2,0,1,0,2
"tRF-21-WBK647R5D",1,0,0,1,2,0,2,1
"tRF-21-WBK6N7R5D",0,0,0,0,0,0,1,0
"tRF-21-WBKS8WP9D",0,2,0,0,1,1,0,0
"tRF-21-WBKY4VXVD",1,0,0,0,0,2,0,2
"tRF-21-WBWS7K09D",0,0,0,0,0,1,0,0
"tRF-21-WD8S746DD",15,4,23,43,7,36,13,18
"tRF-21-WD8SS46DD",1,0,0,0,0,1,2,0
"tRF-21-WD8YQ84VD",39,16,16,16,33,44,19,16
"tRF-21-WE3638F5D",0,0,0,1,0,1,0,0
"tRF-21-WE3SNKP9D",0,0,0,1,0,0,0,0
"tRF-21-WE6WRNLED",0,0,1,0,0,0,0,0
"tRF-21-WE884U1DD",98,60,60,111,139,112,104,124
"tRF-21-WE8P4U1DD",0,0,0,0,1,0,0,0
"tRF-21-WE8RO86JD",2,1,1,0,0,0,0,0
"tRF-21-WE8S68L5D",3,2,11,20,8,18,3,10
"tRF-21-WE8SP6X5D",1,2,0,5,1,3,1,0
"tRF-21-WE8SPOL5D",11,5,21,39,18,20,31,23
"tRF-21-WE8SPOX5D",7,5,6,5,11,17,6,9
"tRF-21-WE8Z3ZZVD",0,0,0,0,1,0,0,0
"tRF-21-WEK6PM85D",3,0,1,0,1,0,0,2
"tRF-21-WEK87965D",5,4,3,7,6,3,0,0
"tRF-21-WEK8Q2B5D",3,2,1,1,1,0,1,1
"tRF-21-WEKSP185D",0,0,0,0,0,2,0,2
"tRF-21-WEKSPM85D",4,4,1,2,3,10,2,6
"tRF-21-WEKSU8P5D",0,0,0,1,1,0,0,0
"tRF-21-WEKSUYP5D",0,0,0,0,0,0,1,0
"tRF-21-WEPSJ985D",0,0,0,1,0,0,3,0
"tRF-21-WEPSJR85D",2,0,0,0,0,3,2,2
"tRF-21-WEW6VM4JD",4,5,2,3,2,0,4,1
"tRF-21-WFUBNOBZE",9,4,7,6,14,5,5,4
"tRF-21-WKXU53K80",0,0,0,0,0,1,1,0
"tRF-21-WO1M38YUE",0,4,0,1,1,0,1,0
"tRF-21-WOFFR3VJD",0,0,0,0,0,0,1,0
"tRF-21-WP7SER9I0",0,0,0,0,2,1,0,0
"tRF-21-WP9I1EWJ0",0,0,0,0,3,1,3,1
"tRF-21-WP9LXN4VE",1,0,0,0,0,0,0,0
"tRF-21-WP9N1EWJ0",5,4,3,2,2,4,4,1
"tRF-21-WPMN1E8Y0",6,5,3,5,7,7,2,0
"tRF-21-WPRLXN48E",0,0,0,0,0,0,3,1
"tRF-21-WR381H93E",6,0,5,4,0,1,4,0
"tRF-21-WR3HJ3WBD",0,0,0,0,0,0,1,0
"tRF-21-WR3HJ3WBE",0,0,0,1,0,0,0,1
"tRF-21-WR645J7KE",280,115,29,47,9,5,268,1
"tRF-21-WRD81H93E",7,4,1,4,2,2,4,2
"tRF-21-WRP45J7KE",0,1,0,0,0,0,0,0
"tRF-21-WUH6QE30E",0,2,0,2,0,0,0,0
"tRF-21-WURMJKYO0",1,0,1,1,2,0,1,0
"tRF-21-WVEH93WBE",1,0,0,0,0,0,1,0
"tRF-21-WYL1M3WEE",1,0,0,0,0,1,0,2
"tRF-21-WYUDJKSV0",0,0,0,3,0,0,1,0
"tRF-21-X0S75NLDD",0,0,3,0,0,2,1,0
"tRF-21-X0SW5NLJD",0,0,0,0,1,0,0,0
"tRF-21-X0SW5NLMD",0,0,0,0,0,2,0,0
"tRF-21-X3HRL7S50",1,0,0,0,0,1,0,0
"tRF-21-X3W036280",0,0,0,0,0,0,1,0
"tRF-21-X4J09KZYD",2,0,0,2,0,0,3,0
"tRF-21-X5E4R9OMD",0,0,0,1,0,1,1,1
"tRF-21-X5Q4R9OMD",5,4,6,3,5,5,8,6
"tRF-21-X5S4113KE",0,0,2,0,0,0,0,0
"tRF-21-X6L85J3KE",0,1,0,2,0,1,3,0
"tRF-21-X6XMSL73E",2,0,0,1,1,0,0,0
"tRF-21-XBINVDRID",6,1,4,13,3,4,12,4
"tRF-21-XBKJZ8R3E",1,0,0,0,0,0,0,0
"tRF-21-XEKJ5R5ND",23,35,26,55,34,29,35,32
"tRF-21-XEKJDR5ND",0,0,0,1,0,0,0,0
"tRF-21-XENDBP1IE",3,1,2,2,0,3,2,0
"tRF-21-XF026ZEDD",12,6,3,17,3,2,17,5
"tRF-21-XF0N2BD0E",4,0,0,0,0,0,0,0
"tRF-21-XIK2821I0",0,0,0,0,0,0,1,0
"tRF-21-XIW282FN0",1,0,0,0,0,0,0,0
"tRF-21-XKS6RN23D",0,0,0,0,0,0,1,0
"tRF-21-XLHQIXKDD",0,0,0,1,0,0,0,0
"tRF-21-XN13QXQWE",1,1,1,1,0,1,0,0
"tRF-21-XN3282FN0",1,1,0,0,0,0,0,0
"tRF-21-XN48Z8SSB",2,0,2,0,0,0,0,0
"tRF-21-XO59KNNV0",0,0,0,0,0,1,0,0
"tRF-21-XOUZDZN1B",0,2,0,3,0,1,1,0
"tRF-21-XP18RZXPE",1,0,2,0,1,0,0,0
"tRF-21-XQ947673B",0,0,0,0,0,1,0,0
"tRF-21-XSXMSL73E",265,85,46,188,133,137,164,83
"tRF-21-XUK87SIRD",0,0,0,0,0,1,0,0
"tRF-21-XW7616MS0",0,0,0,0,0,2,0,0
"tRF-21-XW76D6MS0",0,0,0,0,0,1,0,0
"tRF-21-XXH6Z44YD",1,1,2,0,0,0,0,0
"tRF-21-XXH6Z4NYD",6,1,0,2,7,3,8,2
"tRF-21-XXI363U0B",0,1,0,0,0,0,0,0
"tRF-21-Y086Z34JD",1,0,0,1,0,0,3,0
"tRF-21-Y189BJD5B",1,0,0,0,0,0,0,0
"tRF-21-Y3E7QN7JD",1,0,0,0,0,0,0,2
"tRF-21-Y3HRL7S50",2,0,0,0,0,0,0,0
"tRF-21-Y5KK91M3E",0,0,2,0,0,0,0,0
"tRF-21-Y5KKM1M3E",6,5,11,13,6,14,7,10
"tRF-21-Y5LSM1M3E",4,4,0,2,1,6,3,4
"tRF-21-Y6FPZD3KD",0,1,1,0,0,0,1,0
"tRF-21-Y6FPZD3KE",0,1,2,3,3,3,1,0
"tRF-21-Y87HFK8S0",0,1,0,0,0,0,2,0
"tRF-21-YBKRYNW5D",2,0,1,1,2,1,7,1
"tRF-21-YBOZZ7NDD",48,17,22,34,31,17,70,17
"tRF-21-YDLBRY73E",0,4,7,4,8,3,6,4
"tRF-21-YDU37Y93E",2,7,6,14,2,9,12,4
"tRF-21-YDVNZDBQE",0,0,0,1,0,0,0,0
"tRF-21-YDZDL9X1B",258,247,55,148,71,37,402,37
"tRF-21-YEN0RR13E",3,0,0,2,0,0,0,1
"tRF-21-YH0RYNURD",5,4,6,10,4,3,13,6
"tRF-21-YJE76INBE",0,0,0,0,0,0,1,0
"tRF-21-YJRPFQZDE",0,0,0,0,0,0,1,0
"tRF-21-YK37ZXK1B",6,14,0,6,3,0,9,2
"tRF-21-YK7IVI7OD",1,0,0,2,0,0,0,1
"tRF-21-YKIR9NY5D",0,0,0,0,1,0,1,0
"tRF-21-YKISQI45D",5,5,1,7,3,2,7,2
"tRF-21-YKISQI4QD",0,0,0,0,0,1,0,0
"tRF-21-YLKZKWE5D",22,5,19,13,10,8,40,10
"tRF-21-YMEMXZU50",0,0,0,0,0,0,0,1
"tRF-21-YMENL7250",0,0,0,1,0,0,0,0
"tRF-21-YO0Y3KQ9D",37,23,15,25,10,6,42,9
"tRF-21-YO8R6Q46D",0,0,0,0,0,0,0,1
"tRF-21-YOH5S8R6D",0,0,0,0,0,4,0,0
"tRF-21-YOH9Q867D",0,0,0,0,2,0,0,0
"tRF-21-YOH9R8B7D",1,0,0,0,1,0,0,0
"tRF-21-YOH9R8O7D",0,0,0,0,0,1,1,0
"tRF-21-YOHR6HFRD",2,5,0,3,7,5,3,3
"tRF-21-YOHSRVK7D",1,0,1,0,0,0,0,0
"tRF-21-YOS9R8B7D",0,0,0,0,1,0,0,0
"tRF-21-YPZEP27K0",0,2,0,2,0,0,3,0
"tRF-21-YRI7XUK80",1,0,0,0,1,1,2,1
"tRF-21-YRL51NLED",1,1,0,2,1,1,1,0
"tRF-21-YS56O2Z00",5,1,2,0,1,0,0,0
"tRF-21-YS94V47QD",0,0,0,0,0,0,1,0
"tRF-21-YSR95M3J0",0,0,2,0,1,1,0,0
"tRF-21-YSV4V47QE",5,8,2,0,7,3,6,1
"tRF-21-YSV4V4SQD",19,13,7,3,17,9,14,9
"tRF-21-YSV4VH7QD",0,5,0,2,1,0,1,2
"tRF-21-YU07QSNHD",0,1,0,0,0,2,0,0
"tRF-21-YU0RSSX7D",0,0,0,0,0,2,0,0
"tRF-21-YU476YQSD",1,1,0,0,0,2,1,0
"tRF-21-YU4RRWRBD",5,3,4,4,3,2,3,0
"tRF-21-YU8R6Q46D",0,0,0,0,0,2,0,0
"tRF-21-YU8S68BFD",0,2,0,0,0,0,0,0
"tRF-21-YU8SRZMFD",0,0,0,0,0,0,1,0
"tRF-21-YUH7PU4HD",0,1,0,0,0,2,0,0
"tRF-21-YUH7Q6JHD",0,0,0,0,0,1,0,0
"tRF-21-YUHR1PF7D",0,0,0,0,0,1,0,0
"tRF-21-YUHRF8X7D",0,0,0,1,0,2,0,0
"tRF-21-YUHS16MFD",0,0,0,1,0,0,0,0
"tRF-21-YUPR18B6D",0,0,0,0,0,0,1,0
"tRF-21-YUS9R8B7D",10,5,6,14,8,12,7,10
"tRF-21-YUY78ZZYD",0,0,1,0,0,0,0,0
"tRF-21-YUY9H33PD",4,1,2,0,1,0,3,2
"tRF-21-YUYRLHR0D",0,0,1,0,0,0,0,0
"tRF-21-YUYRRHQFD",2,0,0,0,0,1,1,0
